zip,type,primary_city,state,county,timezone,area_codes,latitude,longitude,irs_estimated_population
99501,STANDARD,Anchorage,AK,Anchorage Municipality,America/Anchorage,907,61.22,-149.85,12210
99502,STANDARD,Anchorage,AK,Anchorage Municipality,America/Anchorage,907,61.16,-149.99,21350
99503,STANDARD,Anchorage,AK,Anchorage Municipality,America/Anchorage,907,61.18,-149.88,12160
99504,STANDARD,Anchorage,AK,Anchorage Municipality,America/Anchorage,907,61.2,-149.75,35600
99505,STANDARD,Jber,AK,Anchorage Municipality,America/Anchorage,907,61.26,-149.6,5020
99506,STANDARD,Jber,AK,Anchorage Municipality,America/Anchorage,907,61.27,-149.79,5590
99507,STANDARD,Anchorage,AK,Anchorage Municipality,America/Anchorage,907,61.14,-149.76,33440
99508,STANDARD,Anchorage,AK,Anchorage Municipality,America/Anchorage,907,61.2,-149.82,27860
99513,STANDARD,Anchorage,AK,Anchorage Municipality,America/Anchorage,907,61.21,-149.89,0
99515,STANDARD,Anchorage,AK,Anchorage Municipality,America/Anchorage,907,61.11,-149.9,20840
99516,STANDARD,Anchorage,AK,Anchorage Municipality,America/Anchorage,907,61.08,-149.7,19800
99517,STANDARD,Anchorage,AK,Anchorage Municipality,America/Anchorage,907,61.19,-149.94,13710
99518,STANDARD,Anchorage,AK,Anchorage Municipality,America/Anchorage,907,61.15,-149.88,8720
99529,STANDARD,Anchorage,AK,Municipality of Anchorage,America/Anchorage,907,61.18,-149.98,0
99530,STANDARD,Anchorage,AK,Municipality of Anchorage,America/Anchorage,907,61.26,-149.97,0
99540,STANDARD,Indian,AK,Anchorage Municipality,America/Anchorage,907,61,-149.43,220
99556,STANDARD,Anchor Point,AK,Kenai Peninsula Borough,America/Anchorage,907,59.82,-151.59,2110
99567,STANDARD,Chugiak,AK,Anchorage Municipality,America/Anchorage,907,61.41,-149.17,8330
99568,STANDARD,Clam Gulch,AK,Kenai Peninsula Borough,America/Anchorage,907,60.21,-151.4,260
99572,STANDARD,Cooper Landing,AK,Kenai Peninsula Borough,America/Anchorage,907,60.49,-149.82,400
99573,STANDARD,Copper Center,AK,Valdez-Cordova Census Area,America/Anchorage,907,61.68,-145.14,800
99577,STANDARD,Eagle River,AK,Anchorage Municipality,America/Anchorage,907,61.21,-149.25,25860
99586,STANDARD,Gakona,AK,Valdez-Cordova Census Area,America/Anchorage,907,62.83,-143.43,380
99588,STANDARD,Glennallen,AK,Valdez-Cordova Census Area,America/Anchorage,907,62.1,-145.53,1270
99599,STANDARD,Anchorage,AK,Municipality of Anchorage,America/Anchorage,907,61.21,-149.86,0
99603,STANDARD,Homer,AK,Kenai Peninsula Borough,America/Anchorage,907,59.4,-151.32,10290
99605,STANDARD,Hope,AK,Kenai Peninsula Borough,America/Anchorage,907,60.84,-149.4,170
99610,STANDARD,Kasilof,AK,Kenai Peninsula Borough,America/Anchorage,907,60.28,-151.26,2140
99611,STANDARD,Kenai,AK,Kenai Peninsula Borough,America/Anchorage,907,60.66,-150.9,12660
99615,STANDARD,Kodiak,AK,Kodiak Island Borough,America/Anchorage,907,57.79,-152.4,11960
99623,STANDARD,Wasilla,AK,,America/Anchorage,907,61.61,-149.58,0
99631,STANDARD,Moose Pass,AK,Kenai Peninsula Borough,America/Anchorage,907,60.57,-149.45,260
99639,STANDARD,Ninilchik,AK,Kenai Peninsula Borough,America/Anchorage,907,60.07,-151.42,1150
99645,STANDARD,Palmer,AK,Matanuska-Susitna Borough,America/Anchorage,907,61.62,-148.98,27290
99654,STANDARD,Wasilla,AK,Matanuska-Susitna Borough,America/Anchorage,907,61.52,-149.57,32030
99664,STANDARD,Seward,AK,Kenai Peninsula Borough,America/Anchorage,907,60.05,-149.33,4010
99669,STANDARD,Soldotna,AK,Kenai Peninsula Borough,America/Anchorage,907,60.32,-150.79,15040
99672,STANDARD,Sterling,AK,Kenai Peninsula Borough,America/Anchorage,907,60.54,-150.79,3200
99674,STANDARD,Sutton,AK,Matanuska-Susitna Borough,America/Anchorage,907,61.74,-148.22,1370
99676,STANDARD,Talkeetna,AK,Matanuska-Susitna Borough,America/Anchorage,907,62.45,-149.79,1710
99686,STANDARD,Valdez,AK,Valdez-Cordova Census Area,America/Anchorage,907,61.15,-146.81,3530
99688,STANDARD,Willow,AK,Matanuska-Susitna Borough,America/Anchorage,907,61.89,-149.73,2610
99701,STANDARD,Fairbanks,AK,Fairbanks North Star Borough,America/Anchorage,907,64.81,-147.72,13900
99702,STANDARD,Eielson AFB,AK,Fairbanks North Star Borough,America/Anchorage,907,64.67,-147.04,2960
99703,STANDARD,Fort Wainwright,AK,Fairbanks North Star Borough,America/Anchorage,907,64.83,-147.62,6410
99704,STANDARD,Clear,AK,Denali Borough,America/Anchorage,907,64.3,-149.15,204
99705,STANDARD,North Pole,AK,Fairbanks North Star Borough,America/Anchorage,907,64.77,-147.33,18290
99709,STANDARD,Fairbanks,AK,Fairbanks North Star Borough,America/Anchorage,907,64.9,-148.16,19480
99712,STANDARD,Fairbanks,AK,Fairbanks North Star Borough,America/Anchorage,907,64.93,-146.61,8720
99714,STANDARD,Salcha,AK,Fairbanks North Star Borough,America/Anchorage,907,64.37,-146.59,940
99737,STANDARD,Delta Junction,AK,Southeast Fairbanks Census Area,America/Anchorage,907,63.7,-144.89,3930
99743,STANDARD,Healy,AK,Denali Borough,America/Anchorage,907,63.68,-150.03,1050
99760,STANDARD,Nenana,AK,Yukon-Koyukuk Census Area,America/Anchorage,907,64.47,-148.57,670
99779,STANDARD,Tok,AK,Southeast Fairbanks Census Area,America/Anchorage,907,63.13,-142.53,0
99780,STANDARD,Tok,AK,Southeast Fairbanks Census Area,America/Anchorage,907,63.18,-143.1,1540
99790,STANDARD,Fairbanks,AK,Yukon-Koyukuk Census Area,America/Anchorage,907,65.39,-148.33,0
99801,STANDARD,Juneau,AK,Juneau City and Borough,America/Juneau,907,58.58,-134.77,21790
99824,STANDARD,Douglas,AK,Juneau City and Borough,America/Juneau,907,58.26,-134.4,1880
99827,STANDARD,Haines,AK,Haines Borough,America/Juneau,907,59.16,-135.86,2290
99835,STANDARD,Sitka,AK,Sitka City and Borough,America/Sitka,907,56.73,-135,7590
99901,STANDARD,Ketchikan,AK,Ketchikan Gateway Borough,America/Sitka,907,55.61,-131.58,11270
35004,STANDARD,Moody,AL,St. Clair County,America/Chicago,205,33.59,-86.49,10360
35005,STANDARD,Adamsville,AL,Jefferson County,America/Chicago,205,33.59,-86.95,6060
35006,STANDARD,Adger,AL,Jefferson County,America/Chicago,205,33.42,-87.19,2520
35007,STANDARD,Alabaster,AL,Shelby County,America/Chicago,205,33.22,-86.82,25020
35010,STANDARD,Alexander City,AL,Tallapoosa County,America/Chicago,256,32.92,-85.93,15680
35014,STANDARD,Alpine,AL,Talladega County,America/Chicago,256,33.36,-86.26,3160
35016,STANDARD,Arab,AL,Marshall County,America/Chicago,256,34.32,-86.5,14670
35019,STANDARD,Baileyton,AL,Cullman County,America/Chicago,,34.26,-86.61,1990
35020,STANDARD,Bessemer,AL,Jefferson County,America/Chicago,205,33.37,-86.96,17600
35022,STANDARD,Bessemer,AL,Jefferson County,America/Chicago,205,33.32,-86.97,19470
35023,STANDARD,Bessemer,AL,Jefferson County,America/Chicago,205,33.43,-86.99,19960
35031,STANDARD,Blountsville,AL,Blount County,America/Chicago,205,34.08,-86.58,6380
35033,STANDARD,Bremen,AL,Cullman County,America/Chicago,256,33.93,-87.03,2970
35034,STANDARD,Brent,AL,Bibb County,America/Chicago,205,32.94,-87.17,2800
35035,STANDARD,Brierfield,AL,Bibb County,America/Chicago,,33.06,-86.98,1140
35040,STANDARD,Calera,AL,Shelby County,America/Chicago,205,33.1,-86.75,17020
35042,STANDARD,Centreville,AL,Bibb County,America/Chicago,205,32.95,-87.13,4890
35043,STANDARD,Chelsea,AL,Shelby County,America/Chicago,205,33.31,-86.66,13040
35044,STANDARD,Childersburg,AL,Talladega County,America/Chicago,256,33.27,-86.35,6130
35045,STANDARD,Clanton,AL,Chilton County,America/Chicago,205,32.84,-86.62,11940
35046,STANDARD,Clanton,AL,Chilton County,America/Chicago,205,32.93,-86.53,4710
35049,STANDARD,Cleveland,AL,Blount County,America/Chicago,205,33.99,-86.57,3420
35051,STANDARD,Columbiana,AL,Shelby County,America/Chicago,205,33.17,-86.6,7150
35053,STANDARD,Crane Hill,AL,Cullman County,America/Chicago,256,34.07,-87.05,2350
35054,STANDARD,Cropwell,AL,St. Clair County,America/Chicago,"256,205",33.5,-86.34,3740
35055,STANDARD,Cullman,AL,Cullman County,America/Chicago,256,34.17,-86.83,16570
35057,STANDARD,Cullman,AL,Cullman County,America/Chicago,256,34.18,-86.93,11630
35058,STANDARD,Cullman,AL,Cullman County,America/Chicago,256,34.23,-86.74,8860
35061,STANDARD,Dolomite,AL,Jefferson County,America/Chicago,205,33.47,-86.96,1090
35062,STANDARD,Dora,AL,Jefferson County,America/Chicago,205,33.73,-87.08,7110
35063,STANDARD,Empire,AL,Walker County,America/Chicago,,33.84,-87.01,2640
35064,STANDARD,Fairfield,AL,Jefferson County,America/Chicago,205,33.47,-86.91,7380
35068,STANDARD,Fultondale,AL,Jefferson County,America/Chicago,205,33.61,-86.8,7370
35071,STANDARD,Gardendale,AL,Jefferson County,America/Chicago,205,33.66,-86.8,15080
35072,STANDARD,Goodwater,AL,Coosa County,America/Chicago,"256,938",33.06,-86.05,3640
35073,STANDARD,Graysville,AL,Jefferson County,America/Chicago,205,33.62,-86.96,1790
35077,STANDARD,Hanceville,AL,Cullman County,America/Chicago,256,34.06,-86.76,10810
35078,STANDARD,Harpersville,AL,Shelby County,America/Chicago,205,33.34,-86.43,1800
35079,STANDARD,Hayden,AL,Blount County,America/Chicago,205,33.89,-86.75,8030
35080,STANDARD,Helena,AL,Shelby County,America/Chicago,205,33.28,-86.85,18580
35083,STANDARD,Holly Pond,AL,Cullman County,America/Chicago,256,34.17,-86.61,2640
35085,STANDARD,Jemison,AL,Chilton County,America/Chicago,205,32.96,-86.74,7260
35087,STANDARD,Joppa,AL,Cullman County,America/Chicago,,34.31,-86.58,1870
35089,STANDARD,Kellyton,AL,Coosa County,America/Chicago,256,32.97,-86.09,1470
35091,STANDARD,Kimberly,AL,Jefferson County,America/Chicago,205,33.78,-86.79,3140
35094,STANDARD,Leeds,AL,Jefferson County,America/Chicago,205,33.54,-86.56,12600
35096,STANDARD,Lincoln,AL,Talladega County,America/Chicago,205,33.59,-86.13,7260
35097,STANDARD,Locust Fork,AL,Blount County,America/Chicago,205,33.9,-86.62,1540
35098,STANDARD,Logan,AL,Cullman County,America/Chicago,256,34.12,-87.05,1190
35111,STANDARD,Mc Calla,AL,Tuscaloosa County,America/Chicago,205,33.28,-87.12,14950
35114,STANDARD,Alabaster,AL,Shelby County,America/Chicago,205,33.22,-86.87,7070
35115,STANDARD,Montevallo,AL,Shelby County,America/Chicago,205,33.1,-86.85,10970
35116,STANDARD,Morris,AL,Jefferson County,America/Chicago,205,33.74,-86.8,4390
35117,STANDARD,Mount Olive,AL,Jefferson County,America/Chicago,205,33.67,-86.89,5620
35118,STANDARD,Mulga,AL,Jefferson County,America/Chicago,205,33.54,-86.97,2730
35120,STANDARD,Odenville,AL,St. Clair County,America/Chicago,205,33.68,-86.39,14210
35121,STANDARD,Oneonta,AL,Blount County,America/Chicago,205,33.95,-86.47,12700
35124,STANDARD,Pelham,AL,Shelby County,America/Chicago,205,33.3,-86.79,23510
35125,STANDARD,Pell City,AL,St. Clair County,America/Chicago,205,33.63,-86.29,8980
35126,STANDARD,Pinson,AL,Jefferson County,America/Chicago,205,33.72,-86.65,18740
35127,STANDARD,Pleasant Grove,AL,Jefferson County,America/Chicago,205,33.48,-86.97,8230
35128,STANDARD,Pell City,AL,St. Clair County,America/Chicago,205,33.56,-86.27,8730
35130,STANDARD,Quinton,AL,Walker County,America/Chicago,205,33.64,-87.14,2440
35131,STANDARD,Ragland,AL,St. Clair County,America/Chicago,205,33.74,-86.13,3240
35133,STANDARD,Remlap,AL,Blount County,America/Chicago,205,33.84,-86.62,3400
35135,STANDARD,Riverside,AL,St. Clair County,America/Chicago,,33.62,-86.2,1650
35136,STANDARD,Rockford,AL,Coosa County,America/Chicago,256,32.88,-86.21,1330
35143,STANDARD,Shelby,AL,Shelby County,America/Chicago,205,33.07,-86.56,2500
35146,STANDARD,Springville,AL,St. Clair County,America/Chicago,205,33.77,-86.47,10450
35147,STANDARD,Sterrett,AL,Shelby County,America/Chicago,205,33.43,-86.5,5020
35148,STANDARD,Sumiton,AL,Walker County,America/Chicago,205,33.75,-87.04,2150
35150,STANDARD,Sylacauga,AL,Talladega County,America/Chicago,256,33.17,-86.26,13810
35151,STANDARD,Sylacauga,AL,Talladega County,America/Chicago,256,33.08,-86.39,5900
35160,STANDARD,Talladega,AL,Talladega County,America/Chicago,256,33.43,-86.09,18900
35171,STANDARD,Thorsby,AL,Chilton County,America/Chicago,205,32.91,-86.71,2960
35172,STANDARD,Trafford,AL,Blount County,America/Chicago,,33.82,-86.74,2400
35173,STANDARD,Trussville,AL,Jefferson County,America/Chicago,205,33.63,-86.59,28960
35175,STANDARD,Union Grove,AL,Marshall County,America/Chicago,256,34.4,-86.44,4330
35176,STANDARD,Vandiver,AL,Shelby County,America/Chicago,205,33.48,-86.5,710
35178,STANDARD,Vincent,AL,Shelby County,America/Chicago,205,33.38,-86.4,2950
35179,STANDARD,Vinemont,AL,Cullman County,America/Chicago,256,34.26,-86.94,8160
35180,STANDARD,Warrior,AL,Jefferson County,America/Chicago,205,33.81,-86.8,12040
35183,STANDARD,Weogufka,AL,Coosa County,America/Chicago,,33.02,-86.35,510
35184,STANDARD,West Blocton,AL,Bibb County,America/Chicago,205,33.11,-87.12,4600
35186,STANDARD,Wilsonville,AL,Shelby County,America/Chicago,205,33.23,-86.47,4510
35188,STANDARD,Woodstock,AL,Bibb County,America/Chicago,205,33.16,-87.17,2490
35203,STANDARD,Birmingham,AL,Jefferson County,America/Chicago,205,33.52,-86.81,2220
35204,STANDARD,Birmingham,AL,Jefferson County,America/Chicago,205,33.52,-86.84,6200
35205,STANDARD,Birmingham,AL,Jefferson County,America/Chicago,205,33.49,-86.81,10560
35206,STANDARD,Birmingham,AL,Jefferson County,America/Chicago,205,33.57,-86.71,11970
35207,STANDARD,Birmingham,AL,Jefferson County,America/Chicago,205,33.57,-86.82,6110
35208,STANDARD,Birmingham,AL,Jefferson County,America/Chicago,205,33.5,-86.88,10230
35209,STANDARD,Birmingham,AL,Jefferson County,America/Chicago,205,33.47,-86.81,22120
35210,STANDARD,Birmingham,AL,Jefferson County,America/Chicago,205,33.54,-86.67,11780
35211,STANDARD,Birmingham,AL,Jefferson County,America/Chicago,205,33.46,-86.86,17910
35212,STANDARD,Birmingham,AL,Jefferson County,America/Chicago,205,33.55,-86.75,8330
35213,STANDARD,Birmingham,AL,Jefferson County,America/Chicago,205,33.51,-86.74,13270
35214,STANDARD,Birmingham,AL,Jefferson County,America/Chicago,205,33.58,-86.89,15000
35215,STANDARD,Birmingham,AL,Jefferson County,America/Chicago,205,33.65,-86.71,39040
35216,STANDARD,Birmingham,AL,Jefferson County,America/Chicago,205,33.42,-86.79,30860
35217,STANDARD,Birmingham,AL,Jefferson County,America/Chicago,205,33.61,-86.76,9770
35218,STANDARD,Birmingham,AL,Jefferson County,America/Chicago,205,33.51,-86.89,4580
35221,STANDARD,Birmingham,AL,Jefferson County,America/Chicago,205,33.45,-86.9,3070
35222,STANDARD,Birmingham,AL,Jefferson County,America/Chicago,205,33.52,-86.77,6560
35223,STANDARD,Birmingham,AL,Jefferson County,America/Chicago,205,33.49,-86.73,11440
35224,STANDARD,Birmingham,AL,Jefferson County,America/Chicago,205,33.52,-86.94,3900
35226,STANDARD,Birmingham,AL,Jefferson County,America/Chicago,205,33.4,-86.85,35620
35228,STANDARD,Birmingham,AL,Jefferson County,America/Chicago,205,33.46,-86.92,7630
35233,STANDARD,Birmingham,AL,Jefferson County,America/Chicago,205,33.52,-86.79,1140
35234,STANDARD,Birmingham,AL,Jefferson County,America/Chicago,205,33.54,-86.8,3250
35235,STANDARD,Birmingham,AL,Jefferson County,America/Chicago,205,33.62,-86.65,16920
35242,STANDARD,Birmingham,AL,Shelby County,America/Chicago,205,33.42,-86.67,51930
35243,STANDARD,Birmingham,AL,Jefferson County,America/Chicago,205,33.44,-86.74,18740
35244,STANDARD,Birmingham,AL,Jefferson County,America/Chicago,205,33.35,-86.83,34210
35401,STANDARD,Tuscaloosa,AL,Tuscaloosa County,America/Chicago,205,33.17,-87.62,16690
35404,STANDARD,Tuscaloosa,AL,Tuscaloosa County,America/Chicago,205,33.22,-87.48,14120
35405,STANDARD,Tuscaloosa,AL,Tuscaloosa County,America/Chicago,205,33.12,-87.54,35090
35406,STANDARD,Tuscaloosa,AL,Tuscaloosa County,America/Chicago,205,33.23,-87.54,14890
35441,STANDARD,Akron,AL,Hale County,America/Chicago,205,32.87,-87.73,940
35442,STANDARD,Aliceville,AL,Pickens County,America/Chicago,205,33.12,-88.15,3800
35443,STANDARD,Boligee,AL,Greene County,America/Chicago,205,32.75,-88.02,1330
35444,STANDARD,Brookwood,AL,Tuscaloosa County,America/Chicago,,33.24,-87.32,3360
35446,STANDARD,Buhl,AL,Tuscaloosa County,America/Chicago,205,33.25,-87.73,1760
35447,STANDARD,Carrollton,AL,Pickens County,America/Chicago,205,33.26,-88.09,2460
35452,STANDARD,Coker,AL,Tuscaloosa County,America/Chicago,205,33.28,-87.67,3400
35453,STANDARD,Cottondale,AL,Tuscaloosa County,America/Chicago,205,33.16,-87.36,9830
35456,STANDARD,Duncanville,AL,Tuscaloosa County,America/Chicago,205,33.06,-87.42,3660
35457,STANDARD,Echola,AL,Tuscaloosa County,America/Chicago,205,33.3,-87.77,92
35458,STANDARD,Elrod,AL,Tuscaloosa County,America/Chicago,205,33.4,-87.81,520
35459,STANDARD,Emelle,AL,Sumter County,America/Chicago,205,32.72,-88.31,610
35460,STANDARD,Epes,AL,Sumter County,America/Chicago,205,32.69,-88.12,460
35461,STANDARD,Ethelsville,AL,Pickens County,America/Chicago,205,33.41,-88.21,1380
35462,STANDARD,Eutaw,AL,Greene County,America/Chicago,205,32.84,-87.89,3600
35463,STANDARD,Fosters,AL,Tuscaloosa County,America/Chicago,205,33.06,-87.68,1630
35464,STANDARD,Gainesville,AL,Sumter County,America/Chicago,205,32.81,-88.15,340
35466,STANDARD,Gordo,AL,Pickens County,America/Chicago,205,33.32,-87.9,4670
35469,STANDARD,Knoxville,AL,Greene County,America/Chicago,205,32.97,-87.8,250
35470,STANDARD,Livingston,AL,Sumter County,America/Chicago,205,32.59,-88.18,3330
35473,STANDARD,Northport,AL,Tuscaloosa County,America/Chicago,205,33.27,-87.58,13930
35474,STANDARD,Moundville,AL,Hale County,America/Chicago,205,32.99,-87.63,6180
35475,STANDARD,Northport,AL,Tuscaloosa County,America/Chicago,205,33.43,-87.59,15760
35476,STANDARD,Northport,AL,Tuscaloosa County,America/Chicago,205,33.24,-87.59,6490
35480,STANDARD,Ralph,AL,Tuscaloosa County,America/Chicago,205,33.05,-87.76,1550
35481,STANDARD,Reform,AL,Pickens County,America/Chicago,205,33.37,-88.01,2550
35490,STANDARD,Vance,AL,Tuscaloosa County,America/Chicago,205,33.22,-87.24,4030
35501,STANDARD,Jasper,AL,Walker County,America/Chicago,205,33.82,-87.29,7170
35503,STANDARD,Jasper,AL,Walker County,America/Chicago,205,33.94,-87.3,6890
35504,STANDARD,Jasper,AL,Walker County,America/Chicago,205,33.85,-87.27,10800
35540,STANDARD,Addison,AL,Winston County,America/Chicago,256,34.19,-87.17,2010
35541,STANDARD,Arley,AL,Winston County,America/Chicago,,34.08,-87.21,2850
35542,STANDARD,Bankston,AL,Fayette County,America/Chicago,205,33.7,-87.68,960
35543,STANDARD,Bear Creek,AL,Marion County,America/Chicago,205,34.26,-87.71,820
35544,STANDARD,Beaverton,AL,Lamar County,America/Chicago,205,33.93,-88.02,470
35546,STANDARD,Berry,AL,Fayette County,America/Chicago,205,33.66,-87.6,3340
35548,STANDARD,Brilliant,AL,Marion County,America/Chicago,205,34.01,-87.77,1130
35549,STANDARD,Carbon Hill,AL,Walker County,America/Chicago,205,33.89,-87.52,2760
35550,STANDARD,Cordova,AL,Walker County,America/Chicago,205,33.76,-87.19,3770
35552,STANDARD,Detroit,AL,Lamar County,America/Chicago,205,34.07,-88.14,780
35553,STANDARD,Double Springs,AL,Winston County,America/Chicago,"256,205",34.14,-87.4,3480
35554,STANDARD,Eldridge,AL,Fayette County,America/Chicago,,33.89,-87.67,880
35555,STANDARD,Fayette,AL,Fayette County,America/Chicago,205,33.69,-87.83,7460
35563,STANDARD,Guin,AL,Marion County,America/Chicago,205,33.96,-87.91,3220
35564,STANDARD,Hackleburg,AL,Marion County,America/Chicago,205,34.27,-87.83,1720
35565,STANDARD,Haleyville,AL,Winston County,America/Chicago,205,34.23,-87.61,9740
35570,STANDARD,Hamilton,AL,Marion County,America/Chicago,205,34.14,-87.98,8090
35571,STANDARD,Hodges,AL,Franklin County,America/Chicago,,34.32,-87.92,710
35572,STANDARD,Houston,AL,Winston County,America/Chicago,256,34.12,-87.25,740
35574,STANDARD,Kennedy,AL,Lamar County,America/Chicago,205,33.58,-87.98,1130
35575,STANDARD,Lynn,AL,Winston County,America/Chicago,205,34.04,-87.54,700
35576,STANDARD,Millport,AL,Lamar County,America/Chicago,205,33.55,-88.08,2430
35578,STANDARD,Nauvoo,AL,Walker County,America/Chicago,205,33.98,-87.48,3840
35579,STANDARD,Oakman,AL,Walker County,America/Chicago,205,33.71,-87.38,2330
35580,STANDARD,Parrish,AL,Walker County,America/Chicago,205,33.73,-87.28,3020
35581,STANDARD,Phil Campbell,AL,Franklin County,America/Chicago,205,34.35,-87.7,4040
35582,STANDARD,Red Bay,AL,Franklin County,America/Chicago,"256,938",34.43,-88.13,3290
35585,STANDARD,Spruce Pine,AL,Franklin County,America/Chicago,,34.42,-87.83,1290
35586,STANDARD,Sulligent,AL,Lamar County,America/Chicago,205,33.89,-88.13,3320
35587,STANDARD,Townley,AL,Walker County,America/Chicago,205,33.83,-87.44,630
35592,STANDARD,Vernon,AL,Lamar County,America/Chicago,205,33.75,-88.11,3590
35593,STANDARD,Vina,AL,Franklin County,America/Chicago,,34.37,-88.05,1390
35594,STANDARD,Winfield,AL,Marion County,America/Chicago,205,33.92,-87.79,6130
35601,STANDARD,Decatur,AL,Morgan County,America/Chicago,256,34.57,-86.98,26200
35603,STANDARD,Decatur,AL,Morgan County,America/Chicago,256,34.54,-86.97,28070
35610,STANDARD,Anderson,AL,Lauderdale County,America/Chicago,256,34.91,-87.27,1490
35611,STANDARD,Athens,AL,Limestone County,America/Chicago,256,34.78,-86.95,20390
35613,STANDARD,Athens,AL,Limestone County,America/Chicago,256,34.82,-86.88,21430
35614,STANDARD,Athens,AL,Limestone County,America/Chicago,256,34.85,-86.99,6320
35616,STANDARD,Cherokee,AL,Colbert County,America/Chicago,256,34.75,-87.96,2810
35618,STANDARD,Courtland,AL,Lawrence County,America/Chicago,256,34.66,-87.31,1410
35619,STANDARD,Danville,AL,Morgan County,America/Chicago,256,34.39,-87.12,4330
35620,STANDARD,Elkmont,AL,Limestone County,America/Chicago,256,34.92,-86.97,8170
35621,STANDARD,Eva,AL,Morgan County,America/Chicago,256,34.33,-86.75,2590
35622,STANDARD,Falkville,AL,Morgan County,America/Chicago,256,34.37,-86.9,5730
35630,STANDARD,Florence,AL,Lauderdale County,America/Chicago,256,34.82,-87.66,22380
35633,STANDARD,Florence,AL,Lauderdale County,America/Chicago,256,34.88,-87.8,17230
35634,STANDARD,Florence,AL,Lauderdale County,America/Chicago,256,34.92,-87.61,9250
35640,STANDARD,Hartselle,AL,Morgan County,America/Chicago,256,34.43,-86.93,22620
35643,STANDARD,Hillsboro,AL,Lawrence County,America/Chicago,256,34.63,-87.18,2460
35645,STANDARD,Killen,AL,Lauderdale County,America/Chicago,256,34.86,-87.52,11850
35646,STANDARD,Leighton,AL,Colbert County,America/Chicago,256,34.69,-87.53,3510
35647,STANDARD,Lester,AL,Limestone County,America/Chicago,256,34.98,-87.14,990
35648,STANDARD,Lexington,AL,Lauderdale County,America/Chicago,256,34.96,-87.37,3170
35650,STANDARD,Moulton,AL,Lawrence County,America/Chicago,256,34.48,-87.28,11290
35651,STANDARD,Mount Hope,AL,Lawrence County,America/Chicago,256,34.4,-87.44,900
35652,STANDARD,Rogersville,AL,Lauderdale County,America/Chicago,256,34.82,-87.28,6990
35653,STANDARD,Russellville,AL,Franklin County,America/Chicago,256,34.5,-87.72,9190
35654,STANDARD,Russellville,AL,Franklin County,America/Chicago,256,34.5,-87.63,6420
35660,STANDARD,Sheffield,AL,Colbert County,America/Chicago,256,34.75,-87.7,7060
35661,STANDARD,Muscle Shoals,AL,Colbert County,America/Chicago,256,34.74,-87.64,15820
35670,STANDARD,Somerville,AL,Morgan County,America/Chicago,256,34.47,-86.8,6660
35671,STANDARD,Tanner,AL,Limestone County,America/Chicago,256,34.66,-86.95,1990
35672,STANDARD,Town Creek,AL,Lawrence County,America/Chicago,256,34.67,-87.4,4830
35673,STANDARD,Trinity,AL,Morgan County,America/Chicago,,34.59,-87.08,7350
35674,STANDARD,Tuscumbia,AL,Colbert County,America/Chicago,256,34.72,-87.7,16290
35677,STANDARD,Waterloo,AL,Lauderdale County,America/Chicago,256,34.91,-88.06,1500
35739,STANDARD,Ardmore,AL,Limestone County,America/Chicago,256,34.98,-86.83,4750
35740,STANDARD,Bridgeport,AL,Jackson County,America/Chicago,256,34.94,-85.71,2590
35741,STANDARD,Brownsboro,AL,Madison County,America/Chicago,256,34.72,-86.48,3130
35744,STANDARD,Dutton,AL,Jackson County,America/Chicago,256,34.6,-85.91,1970
35745,STANDARD,Estillfork,AL,Jackson County,America/Chicago,256,34.91,-86.2,210
35746,STANDARD,Fackler,AL,Jackson County,America/Chicago,256,34.83,-85.98,680
35747,STANDARD,Grant,AL,Marshall County,America/Chicago,256,34.51,-86.25,5140
35748,STANDARD,Gurley,AL,Madison County,America/Chicago,256,34.7,-86.37,7230
35749,STANDARD,Harvest,AL,Madison County,America/Chicago,,34.85,-86.74,25090
35750,STANDARD,Hazel Green,AL,Madison County,America/Chicago,256,34.92,-86.56,12520
35751,STANDARD,Hollytree,AL,Jackson County,America/Chicago,256,34.79,-86.25,190
35752,STANDARD,Hollywood,AL,Jackson County,America/Chicago,256,34.71,-85.96,1600
35754,STANDARD,Laceys Spring,AL,Morgan County,America/Chicago,256,34.53,-86.6,5300
35755,STANDARD,Langston,AL,Marshall County,America/Chicago,,34.53,-86.09,520
35756,STANDARD,Madison,AL,Limestone County,America/Chicago,256,34.64,-86.82,21750
35757,STANDARD,Madison,AL,Madison County,America/Chicago,256,34.78,-86.75,15830
35758,STANDARD,Madison,AL,Madison County,America/Chicago,256,34.7,-86.74,44120
35759,STANDARD,Meridianville,AL,Madison County,America/Chicago,256,34.87,-86.57,9600
35760,STANDARD,New Hope,AL,Madison County,America/Chicago,256,34.53,-86.41,4230
35761,STANDARD,New Market,AL,Madison County,America/Chicago,256,34.9,-86.42,11460
35763,STANDARD,Owens Cross Roads,AL,Madison County,America/Chicago,256,34.6,-86.46,21320
35764,STANDARD,Paint Rock,AL,Jackson County,America/Chicago,256,34.73,-86.31,440
35765,STANDARD,Pisgah,AL,Jackson County,America/Chicago,256,34.68,-85.84,2920
35766,STANDARD,Princeton,AL,Jackson County,America/Chicago,256,34.83,-86.22,184
35768,STANDARD,Scottsboro,AL,Jackson County,America/Chicago,256,34.77,-86.1,9140
35769,STANDARD,Scottsboro,AL,Jackson County,America/Chicago,256,34.64,-86.04,8380
