zip,type,primary_city,state,county,timezone,area_codes,latitude,longitude,irs_estimated_population
21204,STANDARD,Towson,MD,Baltimore County,America/New_York,"410,443,667",39.39,-76.62,15130
21205,STANDARD,Baltimore,MD,Baltimore city,America/New_York,"410,443",39.3,-76.56,10910
21206,STANDARD,Baltimore,MD,Baltimore city,America/New_York,"410,443",39.34,-76.54,42390
21207,STANDARD,Gwynn Oak,MD,Baltimore County,America/New_York,"667,410,443",39.32,-76.72,40500
21208,STANDARD,Pikesville,MD,Baltimore County,America/New_York,"410,443,667",39.39,-76.7,31230
21209,STANDARD,Baltimore,MD,Baltimore County,America/New_York,410,39.37,-76.67,25490
21210,STANDARD,Baltimore,MD,Baltimore city,America/New_York,"443,410",39.36,-76.63,9270
21211,STANDARD,Baltimore,MD,Baltimore city,America/New_York,"410,443",39.33,-76.64,13120
21212,STANDARD,Baltimore,MD,Baltimore city,America/New_York,"410,443,667",39.37,-76.61,27460
21213,STANDARD,Baltimore,MD,Baltimore city,America/New_York,"410,443",39.31,-76.58,22350
21214,STANDARD,Baltimore,MD,Baltimore city,America/New_York,"443,410",39.35,-76.56,16230
21215,STANDARD,Baltimore,MD,Baltimore city,America/New_York,410,39.35,-76.68,41990
21216,STANDARD,Baltimore,MD,Baltimore city,America/New_York,410,39.31,-76.67,20230
21217,STANDARD,Baltimore,MD,Baltimore city,America/New_York,"410,443",39.31,-76.64,19970
21218,STANDARD,Baltimore,MD,Baltimore city,America/New_York,"443,410",39.33,-76.6,29800
21219,STANDARD,Sparrows Point,MD,Baltimore County,America/New_York,"410,443",39.22,-76.43,8770
21220,STANDARD,Middle River,MD,Baltimore County,America/New_York,"410,443",39.33,-76.43,39200
21221,STANDARD,Essex,MD,Baltimore County,America/New_York,"410,443",39.3,-76.44,37500
21222,STANDARD,Dundalk,MD,Baltimore County,America/New_York,"410,443",39.26,-76.49,49480
21223,STANDARD,Baltimore,MD,Baltimore city,America/New_York,"667,410",39.28,-76.65,14600
21224,STANDARD,Baltimore,MD,Baltimore city,America/New_York,410,39.27,-76.54,41620
21225,STANDARD,Brooklyn,MD,Baltimore city,America/New_York,"410,443",39.22,-76.61,27320
21226,STANDARD,Curtis Bay,MD,Anne Arundel County,America/New_York,"410,443",39.21,-76.55,5810
21227,STANDARD,Halethorpe,MD,Baltimore County,America/New_York,"240,443,410",39.24,-76.68,30030
21228,STANDARD,Catonsville,MD,Baltimore County,America/New_York,"410,443",39.26,-76.74,45150
21229,STANDARD,Baltimore,MD,Baltimore city,America/New_York,410,39.28,-76.69,35950
21230,STANDARD,Baltimore,MD,Baltimore city,America/New_York,"410,667",39.27,-76.62,27750
21231,STANDARD,Baltimore,MD,Baltimore city,America/New_York,"410,443,667",39.29,-76.59,11880
21233,STANDARD,Baltimore,MD,Baltimore City,America/New_York,"410,667,301,443",39.3,-76.61,35
21234,STANDARD,Parkville,MD,Baltimore County,America/New_York,"410,443",39.38,-76.55,59190
21236,STANDARD,Nottingham,MD,Baltimore County,America/New_York,410,39.39,-76.48,37290
21237,STANDARD,Rosedale,MD,Baltimore County,America/New_York,410,39.32,-76.5,28500
21239,STANDARD,Baltimore,MD,Baltimore city,America/New_York,"443,410",39.37,-76.59,23000
21240,STANDARD,Baltimore,MD,Anne Arundel County,America/New_York,"240,410,443",39.17,-76.67,117
21244,STANDARD,Windsor Mill,MD,Baltimore County,America/New_York,410,39.33,-76.78,33580
21260,STANDARD,Baltimore,MD,Baltimore City,America/New_York,410,39.35,-76.7,0
21261,STANDARD,Baltimore,MD,Baltimore City,America/New_York,410,39.3,-76.45,0
21286,STANDARD,Towson,MD,Baltimore County,America/New_York,"667,410,443",39.41,-76.57,18450
21287,STANDARD,Baltimore,MD,Baltimore City,America/New_York,410,39.3,-76.61,34
21401,STANDARD,Annapolis,MD,Anne Arundel County,America/New_York,"410,443,301",38.99,-76.55,35150
21402,STANDARD,Annapolis,MD,Anne Arundel County,America/New_York,"410,443",38.99,-76.47,1030
21403,STANDARD,Annapolis,MD,Anne Arundel County,America/New_York,"301,410,443",38.97,-76.5,28240
21405,STANDARD,Annapolis,MD,Anne Arundel County,America/New_York,"301,410,443",39.03,-76.56,613
21409,STANDARD,Annapolis,MD,Anne Arundel County,America/New_York,443,39.02,-76.45,19550
21412,STANDARD,Annapolis,MD,Anne Arundel County,America/New_York,410,38.97,-76.5,1107
21502,STANDARD,Cumberland,MD,Allegany County,America/New_York,"240,301",39.65,-78.76,29750
21520,STANDARD,Accident,MD,Garrett County,America/New_York,301,39.62,-79.32,1850
21521,STANDARD,Barton,MD,Allegany County,America/New_York,,39.53,-79.01,960
21522,STANDARD,Bittinger,MD,Garrett County,America/New_York,301,39.61,-79.23,154
21523,STANDARD,Bloomington,MD,Garrett County,America/New_York,240,39.48,-79.08,230
21530,STANDARD,Flintstone,MD,Allegany County,America/New_York,240,39.7,-78.56,1270
21531,STANDARD,Friendsville,MD,Garrett County,America/New_York,301,39.66,-79.4,1870
21532,STANDARD,Frostburg,MD,Allegany County,America/New_York,"240,301",39.66,-78.92,10190
21536,STANDARD,Grantsville,MD,Garrett County,America/New_York,"240,301",39.69,-79.15,3310
21538,STANDARD,Kitzmiller,MD,Garrett County,America/New_York,301,39.41,-79.22,500
21539,STANDARD,Lonaconing,MD,Allegany County,America/New_York,301,39.56,-78.97,2030
21540,STANDARD,Luke,MD,Allegany County,America/New_York,301,39.48,-79.06,48
21541,STANDARD,Mc Henry,MD,Garrett County,America/New_York,301,39.55,-79.35,1410
21545,STANDARD,Mount Savage,MD,Allegany County,America/New_York,301,39.7,-78.85,1580
21550,STANDARD,Oakland,MD,Garrett County,America/New_York,"240,301",39.41,-79.41,11600
21555,STANDARD,Oldtown,MD,Allegany County,America/New_York,301,39.54,-78.61,1420
21557,STANDARD,Rawlings,MD,Allegany County,America/New_York,240,39.53,-78.88,1590
21561,STANDARD,Swanton,MD,Garrett County,America/New_York,301,39.47,-79.21,2120
21562,STANDARD,Westernport,MD,Allegany County,America/New_York,"301,240",39.48,-79.04,2230
21601,STANDARD,Easton,MD,Talbot County,America/New_York,"410,443",38.77,-76.06,21750
21607,STANDARD,Barclay,MD,Queen Anne's County,America/New_York,410,39.14,-75.86,420
21610,STANDARD,Betterton,MD,Kent County,America/New_York,410,39.36,-76.07,300
21612,STANDARD,Bozman,MD,Talbot County,America/New_York,410,38.75,-76.26,400
21613,STANDARD,Cambridge,MD,Dorchester County,America/New_York,"410,443",38.56,-76.07,14980
21617,STANDARD,Centreville,MD,Queen Anne's County,America/New_York,"410,443",39.04,-76.06,10410
21619,STANDARD,Chester,MD,Queen Anne's County,America/New_York,410,38.95,-76.28,6290
21620,STANDARD,Chestertown,MD,Kent County,America/New_York,"410,443",39.21,-76.07,10070
21622,STANDARD,Church Creek,MD,Dorchester County,America/New_York,410,38.5,-76.15,380
21623,STANDARD,Church Hill,MD,Queen Anne's County,America/New_York,410,39.14,-75.98,1970
21625,STANDARD,Cordova,MD,Talbot County,America/New_York,410,38.87,-75.99,2150
21626,STANDARD,Crapo,MD,Dorchester County,America/New_York,410,38.32,-76.12,104
21627,STANDARD,Crocheron,MD,Dorchester County,America/New_York,410,38.24,-76.05,27
21629,STANDARD,Denton,MD,Caroline County,America/New_York,"410,443",38.88,-75.82,8700
21631,STANDARD,East New Market,MD,Dorchester County,America/New_York,410,38.59,-75.92,2470
21632,STANDARD,Federalsburg,MD,Caroline County,America/New_York,"410,443",38.69,-75.77,5570
21634,STANDARD,Fishing Creek,MD,Dorchester County,America/New_York,410,38.32,-76.23,550
21635,STANDARD,Galena,MD,Kent County,America/New_York,410,39.34,-75.87,1780
21636,STANDARD,Goldsboro,MD,Caroline County,America/New_York,410,39.03,-75.78,920
21638,STANDARD,Grasonville,MD,Queen Anne's County,America/New_York,410,38.95,-76.19,4640
21639,STANDARD,Greensboro,MD,Caroline County,America/New_York,410,38.97,-75.8,4020
21640,STANDARD,Henderson,MD,Caroline County,America/New_York,410,39.07,-75.76,1500
21643,STANDARD,Hurlock,MD,Dorchester County,America/New_York,410,38.62,-75.87,5290
21644,STANDARD,Ingleside,MD,Queen Anne's County,America/New_York,410,39.11,-75.87,148
21645,STANDARD,Kennedyville,MD,Kent County,America/New_York,410,39.3,-75.98,840
21647,STANDARD,Mcdaniel,MD,Talbot County,America/New_York,410,38.82,-76.28,290
21648,STANDARD,Madison,MD,Dorchester County,America/New_York,410,38.5,-76.22,186
21649,STANDARD,Marydel,MD,Caroline County,America/New_York,410,39.13,-75.77,1590
21650,STANDARD,Massey,MD,Kent County,America/New_York,410,39.31,-75.81,200
21651,STANDARD,Millington,MD,Kent County,America/New_York,410,39.25,-75.84,2400
21654,STANDARD,Oxford,MD,Talbot County,America/New_York,410,38.68,-76.17,1060
21655,STANDARD,Preston,MD,Caroline County,America/New_York,410,38.71,-75.9,4560
21657,STANDARD,Queen Anne,MD,Queen Anne's County,America/New_York,410,38.97,-75.99,1130
21658,STANDARD,Queenstown,MD,Queen Anne's County,America/New_York,"410,443",38.98,-76.15,3590
21659,STANDARD,Rhodesdale,MD,Dorchester County,America/New_York,"410,443",38.59,-75.79,780
21660,STANDARD,Ridgely,MD,Caroline County,America/New_York,410,38.94,-75.88,3680
21661,STANDARD,Rock Hall,MD,Kent County,America/New_York,410,39.14,-76.24,2060
21662,STANDARD,Royal Oak,MD,Talbot County,America/New_York,410,38.71,-76.21,650
21663,STANDARD,Saint Michaels,MD,Talbot County,America/New_York,410,38.78,-76.22,2740
21665,STANDARD,Sherwood,MD,Talbot County,America/New_York,410,38.74,-76.32,250
21666,STANDARD,Stevensville,MD,Queen Anne's County,America/New_York,"410,443",38.99,-76.3,12560
21667,STANDARD,Still Pond,MD,Kent County,America/New_York,410,39.32,-76.05,280
21668,STANDARD,Sudlersville,MD,Queen Anne's County,America/New_York,410,39.18,-75.85,1500
21671,STANDARD,Tilghman,MD,Talbot County,America/New_York,410,38.69,-76.33,720
21672,STANDARD,Toddville,MD,Dorchester County,America/New_York,410,38.27,-76.05,199
21673,STANDARD,Trappe,MD,Talbot County,America/New_York,"410,443",38.65,-76.05,2930
21675,STANDARD,Wingate,MD,Dorchester County,America/New_York,410,38.28,-76.08,81
21676,STANDARD,Wittman,MD,Talbot County,America/New_York,410,38.78,-76.3,260
21677,STANDARD,Woolford,MD,Dorchester County,America/New_York,410,38.5,-76.18,450
21678,STANDARD,Worton,MD,Kent County,America/New_York,410,39.29,-76.11,1970
21679,STANDARD,Wye Mills,MD,Talbot County,America/New_York,410,38.91,-76.08,470
21701,STANDARD,Frederick,MD,Frederick County,America/New_York,"240,301",39.42,-77.41,34870
21702,STANDARD,Frederick,MD,Frederick County,America/New_York,"240,301",39.48,-77.46,41380
21703,STANDARD,Frederick,MD,Frederick County,America/New_York,"301,240",39.37,-77.47,38360
21704,STANDARD,Frederick,MD,Frederick County,America/New_York,"301,240",39.35,-77.38,19090
21710,STANDARD,Adamstown,MD,Frederick County,America/New_York,"240,301",39.29,-77.45,4430
21711,STANDARD,Big Pool,MD,Washington County,America/New_York,240,39.66,-78,920
21713,STANDARD,Boonsboro,MD,Washington County,America/New_York,240,39.5,-77.65,8890
21716,STANDARD,Brunswick,MD,Frederick County,America/New_York,301,39.31,-77.61,6460
21718,STANDARD,Burkittsville,MD,Frederick County,America/New_York,240,39.39,-77.63,216
21719,STANDARD,Cascade,MD,Washington County,America/New_York,"240,301",39.7,-77.49,1160
21722,STANDARD,Clear Spring,MD,Washington County,America/New_York,301,39.65,-77.93,5300
21723,STANDARD,Cooksville,MD,Howard County,America/New_York,410,39.33,-77,1020
21727,STANDARD,Emmitsburg,MD,Frederick County,America/New_York,"240,301",39.7,-77.32,3820
21733,STANDARD,Fairplay,MD,Washington County,America/New_York,240,39.55,-77.76,1140
21737,STANDARD,Glenelg,MD,Howard County,America/New_York,410,39.25,-77.03,2300
21738,STANDARD,Glenwood,MD,Howard County,America/New_York,"410,443",39.28,-77.02,3450
21740,STANDARD,Hagerstown,MD,Washington County,America/New_York,"240,301",39.63,-77.71,52780
21742,STANDARD,Hagerstown,MD,Washington County,America/New_York,"240,301",39.68,-77.65,30070
21750,STANDARD,Hancock,MD,Washington County,America/New_York,"240,301",39.7,-78.17,3170
21754,STANDARD,Ijamsville,MD,Frederick County,America/New_York,240,39.33,-77.31,7260
21755,STANDARD,Jefferson,MD,Frederick County,America/New_York,240,39.36,-77.53,5490
21756,STANDARD,Keedysville,MD,Washington County,America/New_York,301,39.48,-77.69,3490
21757,STANDARD,Keymar,MD,Frederick County,America/New_York,,39.59,-77.26,2630
21758,STANDARD,Knoxville,MD,Frederick County,America/New_York,301,39.35,-77.64,4550
21766,STANDARD,Little Orleans,MD,Allegany County,America/New_York,240,39.67,-78.39,520
21767,STANDARD,Maugansville,MD,Washington County,America/New_York,240,39.7,-77.75,1040
21769,STANDARD,Middletown,MD,Frederick County,America/New_York,"240,301",39.44,-77.54,11800
21770,STANDARD,Monrovia,MD,Frederick County,America/New_York,"240,301",39.35,-77.25,7650
21771,STANDARD,Mount Airy,MD,Frederick County,America/New_York,"240,301",39.37,-77.15,29630
21773,STANDARD,Myersville,MD,Frederick County,America/New_York,"240,301",39.5,-77.56,5200
21774,STANDARD,New Market,MD,Frederick County,America/New_York,301,39.41,-77.27,15760
21776,STANDARD,New Windsor,MD,Carroll County,America/New_York,"410,443",39.54,-77.1,5520
21777,STANDARD,Point Of Rocks,MD,Frederick County,America/New_York,240,39.27,-77.53,1810
21778,STANDARD,Rocky Ridge,MD,Frederick County,America/New_York,240,39.61,-77.33,960
21779,STANDARD,Rohrersville,MD,Washington County,America/New_York,240,39.43,-77.65,940
21780,STANDARD,Sabillasville,MD,Frederick County,America/New_York,240,39.7,-77.45,1410
21782,STANDARD,Sharpsburg,MD,Washington County,America/New_York,240,39.45,-77.74,3620
21783,STANDARD,Smithsburg,MD,Washington County,America/New_York,"240,301",39.65,-77.57,8480
21784,STANDARD,Sykesville,MD,Carroll County,America/New_York,"410,443",39.37,-76.97,38310
21787,STANDARD,Taneytown,MD,Carroll County,America/New_York,"410,443",39.65,-77.16,10150
21788,STANDARD,Thurmont,MD,Frederick County,America/New_York,"240,301",39.62,-77.4,10770
21790,STANDARD,Tuscarora,MD,Frederick County,America/New_York,240,39.26,-77.5,134
21791,STANDARD,Union Bridge,MD,Carroll County,America/New_York,"410,443",39.56,-77.17,4840
21793,STANDARD,Walkersville,MD,Frederick County,America/New_York,301,39.48,-77.35,10220
21794,STANDARD,West Friendship,MD,Howard County,America/New_York,410,39.3,-76.95,2540
21795,STANDARD,Williamsport,MD,Washington County,America/New_York,"240,301",39.59,-77.81,8670
21797,STANDARD,Woodbine,MD,Howard County,America/New_York,,39.33,-77.06,9070
21798,STANDARD,Woodsboro,MD,Frederick County,America/New_York,240,39.53,-77.31,2360
21801,STANDARD,Salisbury,MD,Wicomico County,America/New_York,"443,410,667",38.38,-75.64,23860
21804,STANDARD,Salisbury,MD,Wicomico County,America/New_York,"410,667,443",38.37,-75.58,32300
21811,STANDARD,Berlin,MD,Worcester County,America/New_York,"410,443",38.32,-75.21,21940
21813,STANDARD,Bishopville,MD,Worcester County,America/New_York,"410,443",38.44,-75.19,2690
21814,STANDARD,Bivalve,MD,Wicomico County,America/New_York,410,38.3,-75.88,310
21817,STANDARD,Crisfield,MD,Somerset County,America/New_York,"410,443",37.98,-75.85,3920
21821,STANDARD,Deal Island,MD,Somerset County,America/New_York,410,38.15,-75.94,650
21822,STANDARD,Eden,MD,Somerset County,America/New_York,,38.28,-75.65,2510
21824,STANDARD,Ewell,MD,Somerset County,America/New_York,410,37.98,-76.03,142
21826,STANDARD,Fruitland,MD,Wicomico County,America/New_York,410,38.32,-75.62,4610
21829,STANDARD,Girdletree,MD,Worcester County,America/New_York,410,38.09,-75.39,440
21830,STANDARD,Hebron,MD,Wicomico County,America/New_York,"410,443",38.41,-75.68,3900
21835,STANDARD,Linkwood,MD,Dorchester County,America/New_York,"410,443",38.54,-75.94,370
21837,STANDARD,Mardela Springs,MD,Wicomico County,America/New_York,"410,443",38.45,-75.75,2360
21838,STANDARD,Marion Station,MD,Somerset County,America/New_York,410,38.01,-75.73,1490
21840,STANDARD,Nanticoke,MD,Wicomico County,America/New_York,"410,443",38.27,-75.9,310
21841,STANDARD,Newark,MD,Worcester County,America/New_York,410,38.25,-75.29,870
21842,STANDARD,Ocean City,MD,Worcester County,America/New_York,"410,443",38.35,-75.13,11130
21849,STANDARD,Parsonsburg,MD,Wicomico County,America/New_York,410,38.38,-75.47,2890
21850,STANDARD,Pittsville,MD,Wicomico County,America/New_York,410,38.39,-75.41,2770
21851,STANDARD,Pocomoke City,MD,Worcester County,America/New_York,"410,443",38.06,-75.56,6370
21853,STANDARD,Princess Anne,MD,Somerset County,America/New_York,"410,443",38.2,-75.69,7360
21856,STANDARD,Quantico,MD,Wicomico County,America/New_York,410,38.32,-75.79,770
21862,STANDARD,Showell,MD,Worcester County,America/New_York,410,38.4,-75.23,96
21863,STANDARD,Snow Hill,MD,Worcester County,America/New_York,"410,443",38.17,-75.39,4140
21864,STANDARD,Stockton,MD,Worcester County,America/New_York,410,38.05,-75.4,560
21865,STANDARD,Tyaskin,MD,Wicomico County,America/New_York,410,38.32,-75.87,340
21869,STANDARD,Vienna,MD,Dorchester County,America/New_York,410,38.44,-75.9,760
21871,STANDARD,Westover,MD,Somerset County,America/New_York,410,38.12,-75.7,1620
21872,STANDARD,Whaleyville,MD,Worcester County,America/New_York,410,38.4,-75.3,630
21874,STANDARD,Willards,MD,Wicomico County,America/New_York,"410,443",38.39,-75.34,1970
21875,STANDARD,Delmar,MD,Wicomico County,America/New_York,"410,443",38.45,-75.57,6210
21901,STANDARD,North East,MD,Cecil County,America/New_York,"410,443",39.6,-75.94,16390
21903,STANDARD,Perryville,MD,Cecil County,America/New_York,"410,443",39.57,-76.06,5030
21904,STANDARD,Port Deposit,MD,Cecil County,America/New_York,"410,443",39.6,-76.11,6170
21911,STANDARD,Rising Sun,MD,Cecil County,America/New_York,410,39.69,-76.06,10040
21912,STANDARD,Warwick,MD,Cecil County,America/New_York,410,39.42,-75.8,1030
21915,STANDARD,Chesapeake City,MD,Cecil County,America/New_York,"443,410",39.52,-75.81,2760
21917,STANDARD,Colora,MD,Cecil County,America/New_York,410,39.66,-76.09,2320
21918,STANDARD,Conowingo,MD,Cecil County,America/New_York,410,39.68,-76.16,3810
21919,STANDARD,Earleville,MD,Cecil County,America/New_York,410,39.41,-75.93,2590
21921,STANDARD,Elkton,MD,Cecil County,America/New_York,"410,443",39.6,-75.82,38320
03901,STANDARD,Berwick,ME,York County,America/New_York,207,43.3,-70.84,7340
03902,STANDARD,Cape Neddick,ME,York County,America/New_York,207,43.21,-70.63,2220
03903,STANDARD,Eliot,ME,York County,America/New_York,207,43.15,-70.8,6420
03904,STANDARD,Kittery,ME,York County,America/New_York,207,43.09,-70.73,7160
03905,STANDARD,Kittery Point,ME,York County,America/New_York,207,43.08,-70.69,1730
03906,STANDARD,North Berwick,ME,York County,America/New_York,207,43.3,-70.73,4810
03907,STANDARD,Ogunquit,ME,York County,America/New_York,207,43.24,-70.59,1480
03908,STANDARD,South Berwick,ME,York County,America/New_York,207,43.23,-70.81,6990
03909,STANDARD,York,ME,York County,America/New_York,207,43.14,-70.65,9360
04001,STANDARD,Acton,ME,York County,America/New_York,207,43.53,-70.91,2350
04002,STANDARD,Alfred,ME,York County,America/New_York,207,43.47,-70.71,6950
04003,STANDARD,Bailey Island,ME,Cumberland County,America/New_York,207,43.73,-69.99,320
04005,STANDARD,Biddeford,ME,York County,America/New_York,207,43.46,-70.44,19530
04008,STANDARD,Bowdoinham,ME,Sagadahoc County,America/New_York,207,44.01,-69.89,2830
04009,STANDARD,Bridgton,ME,Cumberland County,America/New_York,207,44.06,-70.72,4490
04010,STANDARD,Brownfield,ME,Oxford County,America/New_York,207,43.93,-70.9,1430
04011,STANDARD,Brunswick,ME,Cumberland County,America/New_York,207,43.91,-69.96,17930
04013,STANDARD,Bustins Island,ME,Cumberland County,America/New_York,207,43.79,-70.07,0
04015,STANDARD,Casco,ME,Cumberland County,America/New_York,207,44,-70.52,2960
04017,STANDARD,Chebeague Island,ME,Cumberland County,America/New_York,207,43.73,-70.11,380
04020,STANDARD,Cornish,ME,York County,America/New_York,207,43.8,-70.8,1390
04021,STANDARD,Cumberland Center,ME,Cumberland County,America/New_York,207,43.8,-70.25,6680
04022,STANDARD,Denmark,ME,Oxford County,America/New_York,207,43.97,-70.8,1070
04024,STANDARD,East Baldwin,ME,Cumberland County,America/New_York,207,43.84,-70.69,500
04027,STANDARD,Lebanon,ME,York County,America/New_York,207,43.39,-70.85,5600
04029,STANDARD,Sebago,ME,Cumberland County,America/New_York,207,43.89,-70.64,1840
04030,STANDARD,East Waterboro,ME,York County,America/New_York,207,43.6,-70.69,1960
04032,STANDARD,Freeport,ME,Cumberland County,America/New_York,207,43.85,-70.1,7830
04037,STANDARD,Fryeburg,ME,Oxford County,America/New_York,207,44.01,-70.97,3190
04038,STANDARD,Gorham,ME,Cumberland County,America/New_York,207,43.68,-70.44,16230
04039,STANDARD,Gray,ME,Cumberland County,America/New_York,207,43.88,-70.33,7620
04040,STANDARD,Harrison,ME,Cumberland County,America/New_York,207,44.11,-70.67,2490
04041,STANDARD,Hiram,ME,Oxford County,America/New_York,207,43.87,-70.8,1340
04042,STANDARD,Hollis Center,ME,York County,America/New_York,207,43.59,-70.6,4380
04043,STANDARD,Kennebunk,ME,York County,America/New_York,207,43.38,-70.54,10830
04046,STANDARD,Kennebunkport,ME,York County,America/New_York,207,43.35,-70.46,7140
04047,STANDARD,Parsonsfield,ME,York County,America/New_York,207,43.72,-70.92,1700
04048,STANDARD,Limerick,ME,York County,America/New_York,207,43.68,-70.79,2830
04049,STANDARD,Limington,ME,York County,America/New_York,207,43.73,-70.71,3480
04050,STANDARD,Long Island,ME,Cumberland County,America/New_York,207,43.69,-70.15,210
04051,STANDARD,Lovell,ME,Oxford County,America/New_York,207,44.12,-70.89,900
04055,STANDARD,Naples,ME,Cumberland County,America/New_York,207,43.97,-70.6,3660
04061,STANDARD,North Waterboro,ME,York County,America/New_York,207,43.63,-70.73,3200
04062,STANDARD,Windham,ME,Cumberland County,America/New_York,207,43.79,-70.4,17330
04064,STANDARD,Old Orchard Beach,ME,York County,America/New_York,207,43.52,-70.38,7540
04066,STANDARD,Orrs Island,ME,Cumberland County,America/New_York,207,43.77,-69.96,530
04068,STANDARD,Porter,ME,Oxford County,America/New_York,207,43.79,-70.93,1180
04069,STANDARD,Pownal,ME,Cumberland County,America/New_York,207,43.89,-70.18,1540
04071,STANDARD,Raymond,ME,Cumberland County,America/New_York,207,43.9,-70.47,4730
04072,STANDARD,Saco,ME,York County,America/New_York,207,43.53,-70.45,18650
04073,STANDARD,Sanford,ME,York County,America/New_York,207,43.44,-70.78,14880
04074,STANDARD,Scarborough,ME,Cumberland County,America/New_York,207,43.59,-70.33,20030
04075,STANDARD,Sebago Lake,ME,Cumberland County,America/New_York,207,43.85,-70.63,0
04076,STANDARD,Shapleigh,ME,York County,America/New_York,207,43.54,-70.84,2530
04079,STANDARD,Harpswell,ME,Cumberland County,America/New_York,207,43.8,-69.98,3610
04083,STANDARD,Springvale,ME,York County,America/New_York,207,43.46,-70.8,4100
04084,STANDARD,Standish,ME,Cumberland County,America/New_York,207,43.73,-70.55,7090
04085,STANDARD,Steep Falls,ME,Cumberland County,America/New_York,207,43.76,-70.64,1790
04086,STANDARD,Topsham,ME,Sagadahoc County,America/New_York,207,43.93,-69.94,8980
04087,STANDARD,Waterboro,ME,York County,America/New_York,207,43.53,-70.71,2310
04088,STANDARD,Waterford,ME,Oxford County,America/New_York,207,44.18,-70.71,1240
04090,STANDARD,Wells,ME,York County,America/New_York,207,43.32,-70.58,10550
04091,STANDARD,West Baldwin,ME,Cumberland County,America/New_York,207,43.83,-70.77,890
04092,STANDARD,Westbrook,ME,Cumberland County,America/New_York,207,43.69,-70.35,16880
04093,STANDARD,Buxton,ME,York County,America/New_York,207,43.64,-70.54,7520
04095,STANDARD,West Newfield,ME,York County,America/New_York,207,43.64,-70.92,1230
04096,STANDARD,Yarmouth,ME,Cumberland County,America/New_York,207,43.79,-70.2,8770
04097,STANDARD,North Yarmouth,ME,Cumberland County,America/New_York,207,43.84,-70.21,4020
04101,STANDARD,Portland,ME,Cumberland County,America/New_York,207,43.66,-70.25,12890
04102,STANDARD,Portland,ME,Cumberland County,America/New_York,207,43.66,-70.3,14300
04103,STANDARD,Portland,ME,Cumberland County,America/New_York,207,43.69,-70.29,26260
04105,STANDARD,Falmouth,ME,Cumberland County,America/New_York,207,43.72,-70.24,11930
04106,STANDARD,South Portland,ME,Cumberland County,America/New_York,207,43.63,-70.28,22790
04107,STANDARD,Cape Elizabeth,ME,Cumberland County,America/New_York,207,43.56,-70.2,9210
04108,STANDARD,Peaks Island,ME,Cumberland County,America/New_York,207,43.66,-70.18,870
04109,STANDARD,Portland,ME,Cumberland County,America/New_York,207,43.64,-70.17,55
04110,STANDARD,Cumberland Foreside,ME,Cumberland County,America/New_York,207,43.75,-70.2,1680
04210,STANDARD,Auburn,ME,Androscoggin County,America/New_York,207,44.08,-70.24,18770
04216,STANDARD,Andover,ME,Oxford County,America/New_York,207,44.63,-70.75,540
04217,STANDARD,Bethel,ME,Oxford County,America/New_York,207,44.4,-70.79,2950
04219,STANDARD,Bryant Pond,ME,Oxford County,America/New_York,207,44.37,-70.64,1310
04220,STANDARD,Buckfield,ME,Oxford County,America/New_York,207,44.28,-70.36,2770
04221,STANDARD,Canton,ME,Oxford County,America/New_York,207,44.44,-70.31,780
04222,STANDARD,Durham,ME,Androscoggin County,America/New_York,207,43.92,-70.12,3910
04224,STANDARD,Dixfield,ME,Oxford County,America/New_York,207,44.53,-70.45,2260
04226,STANDARD,East Andover,ME,Oxford County,America/New_York,207,44.6,-70.68,179
04231,STANDARD,Stoneham,ME,Oxford County,America/New_York,207,44.25,-70.81,220
04236,STANDARD,Greene,ME,Androscoggin County,America/New_York,207,44.18,-70.14,3940
04237,STANDARD,Hanover,ME,Oxford County,America/New_York,207,44.49,-70.73,260
04238,STANDARD,Hebron,ME,Oxford County,America/New_York,207,44.19,-70.4,1210
04239,STANDARD,Jay,ME,Franklin County,America/New_York,207,44.5,-70.21,3940
04240,STANDARD,Lewiston,ME,Androscoggin County,America/New_York,207,44.08,-70.17,27980
04250,STANDARD,Lisbon,ME,Androscoggin County,America/New_York,207,44.01,-70.12,3990
04252,STANDARD,Lisbon Falls,ME,Androscoggin County,America/New_York,207,44,-70.05,4320
04253,STANDARD,Livermore,ME,Androscoggin County,America/New_York,207,44.4,-70.22,1860
04254,STANDARD,Livermore Falls,ME,Androscoggin County,America/New_York,207,44.47,-70.18,2380
04255,STANDARD,Greenwood,ME,Oxford County,America/New_York,207,44.4,-70.7,630
04256,STANDARD,Mechanic Falls,ME,Androscoggin County,America/New_York,207,44.11,-70.39,2640
04257,STANDARD,Mexico,ME,Oxford County,America/New_York,207,44.56,-70.54,2040
04258,STANDARD,Minot,ME,Androscoggin County,America/New_York,207,44.14,-70.34,2610
04259,STANDARD,Monmouth,ME,Kennebec County,America/New_York,207,44.23,-70.01,2880
04260,STANDARD,New Gloucester,ME,Cumberland County,America/New_York,207,43.96,-70.28,5360
04261,STANDARD,Newry,ME,Oxford County,America/New_York,207,44.5,-70.96,400
04263,STANDARD,Leeds,ME,Androscoggin County,America/New_York,207,44.3,-70.12,2020
04265,STANDARD,North Monmouth,ME,Kennebec County,America/New_York,207,44.27,-70.05,860
04268,STANDARD,Norway,ME,Oxford County,America/New_York,207,44.21,-70.55,4170
