ZipCode,City,State,HomeSale,HomeBaseValue,HomeMaxValue,MedianListPrice,MedianSoldPrice,Year
21821, Deal Island, MD,28,18000,569000,399000,0,2022
21822, Eden, MD,22,29500,4300000,332500,347500,2022
21824, Ewell, MD,8,29900,1100000,55000,0,2022
21826, Fruitland, MD,49,25000,1400000,302500,250000,2022
21830, Hebron, MD,14,15000,600000,279900,299000,2022
21837, Mardela Springs, MD,18,20000,950000,191000,0,2022
21838, Marion Station, MD,31,15000,2200000,259000,115000,2022
21840, Nanticoke, MD,11,23000,285000,285000,0,2022
21841, Newark, MD,9,75000,1000000,299900,0,2022
21842, Ocean City, MD,345,30000,12900000,450000,399000,2022
21849, Parsonsburg, MD,11,54900,1400000,299900,0,2022
21850, Pittsville, MD,11,105000,895000,255000,215000,2022
21851, Pocomoke City, MD,55,4900,785000,252000,218400,2022
21853, Princess Anne, MD,82,15000,9600000,212400,279900,2022
21856, Quantico, MD,10,29000,1200000,249900,0,2022
21863, Snow Hill, MD,36,35000,1400000,309900,216000,2022
21865, Tyaskin, MD,9,21500,450000,229500,0,2022
21869, Vienna, MD,13,25000,685000,235000,0,2022
21871, Westover, MD,70,9000,5000000,255000,149000,2022
21872, Whaleyville, MD,5,30000,249900,179000,0,2022
21874, Willards, MD,7,49900,599900,290000,0,2022
21875, Delmar, MD,39,34900,995000,304900,299900,2022
21901, North East, MD,176,15000,7600000,359900,299500,2022
21903, Perryville, MD,23,110000,4300000,314800,266000,2022
21904, Port Deposit, MD,31,7000,6300000,349000,295000,2022
21911, Rising Sun, MD,47,55000,1900000,325000,329900,2022
21912, Warwick, MD,6,60000,725000,0,0,2022
21915, Chesapeake City, MD,16,45000,14000000,387500,332500,2022
21917, Colora, MD,5,249900,449900,349900,335000,2022
21918, Conowingo, MD,12,19900,739900,397500,350000,2022
21919, Earleville, MD,56,6000,3200000,349000,495000,2022
21921, Elkton, MD,144,25000,2500000,319900,290000,2022
22003, Annandale, VA,129,185000,2000000,699000,655000,2022
22015, Burke, VA,94,270000,1800000,610000,575000,2022
22025, Dumfries, VA,72,125000,849900,563000,517500,2022
22026, Dumfries, VA,132,275000,1200000,600000,552600,2022
22027, Dunn Loring, VA,12,420000,1800000,1100000,1300000,2022
22030, Fairfax, VA,130,149000,3500000,700000,635000,2022
22031, Fairfax, VA,79,216000,2400000,714000,635000,2022
22032, Fairfax, VA,86,450000,2300000,750000,731000,2022
22033, Fairfax, VA,140,220000,2200000,639900,490000,2022
22039, Fairfax Station, VA,38,385000,1700000,975000,967500,2022
22041, Falls Church, VA,55,185000,1800000,399000,354500,2022
22042, Falls Church, VA,80,167000,2400000,680000,635300,2022
22043, Falls Church, VA,77,215000,2600000,745000,737500,2022
22044, Falls Church, VA,24,165000,2500000,775000,210000,2022
22046, Falls Church, VA,53,250000,2300000,1000000,878500,2022
22060, Fort Belvoir, VA,6,390000,799900,715000,741100,2022
22066, Great Falls, VA,87,80000,10000000,1800000,1600000,2022
22079, Lorton, VA,101,15000,15000000,649000,600000,2022
22101, McLean, VA,147,299000,29900000,1900000,1500000,2022
22102, McLean, VA,130,215000,39000000,549900,555000,2022
22124, Oakton, VA,53,249900,2700000,897500,795000,2022
22150, Springfield, VA,48,330000,2000000,625000,599500,2022
22151, Springfield, VA,26,496900,1700000,649500,617500,2022
22152, Springfield, VA,81,250000,1200000,624400,570000,2022
22153, Springfield, VA,70,360000,1200000,655000,615000,2022
22172, Triangle, VA,39,55000,898000,469500,390000,2022
22180, Vienna, VA,93,245000,3400000,880000,842000,2022
22181, Vienna, VA,41,349000,3900000,899700,943800,2022
22182, Vienna, VA,63,500000,7900000,1100000,1100000,2022
22191, Woodbridge, VA,185,120000,2400000,460000,455500,2022
22192, Woodbridge, VA,176,169700,9000000,450000,474500,2022
22193, Woodbridge, VA,254,275000,995000,459900,456000,2022
22201, Arlington, VA,116,31900,3900000,615000,620000,2022
22202, Arlington, VA,56,229900,2500000,699500,825000,2022
22203, Arlington, VA,74,68000,1900000,455000,475000,2022
22204, Arlington, VA,105,149500,1800000,664500,485000,2022
22205, Arlington, VA,40,660000,2300000,1100000,1100000,2022
22206, Arlington, VA,66,286000,2100000,560000,585000,2022
22207, Arlington, VA,101,199900,4300000,1200000,1100000,2022
22209, Arlington, VA,76,107000,2700000,499900,639000,2022
22213, Arlington, VA,11,449000,2500000,899000,1300000,2022
22301, Alexandria, VA,48,550000,2200000,952500,1100000,2022
22302, Alexandria, VA,53,20000,2100000,352500,385000,2022
22303, Alexandria, VA,57,180000,999000,500000,540000,2022
22304, Alexandria, VA,108,197500,2900000,377500,382500,2022
22305, Alexandria, VA,26,215000,2500000,735000,705400,2022
22306, Alexandria, VA,76,87000,2600000,663300,680000,2022
22307, Alexandria, VA,43,165000,2000000,769900,642500,2022
22308, Alexandria, VA,39,650000,45000000,1000000,919000,2022
22309, Alexandria, VA,77,155000,1300000,525000,580000,2022
22310, Alexandria, VA,76,30000,1300000,609900,577500,2022
22311, Alexandria, VA,23,400000,2300000,729000,619800,2022
22312, Alexandria, VA,46,182900,2700000,572000,575000,2022
22314, Alexandria, VA,163,249000,5000000,819000,782000,2022
22315, Alexandria, VA,68,265000,1600000,600000,572800,2022
22401, Fredericksburg, VA,89,63100,30000000,465000,465000,2022
22405, Fredericksburg, VA,168,17500,2000000,455000,415000,2022
22407, Fredericksburg, VA,240,135000,5800000,422500,385000,2022
22408, Fredericksburg, VA,136,20000,2100000,425000,437500,2022
22427, Bowling Green, VA,71,25900,550000,391800,325000,2022
22432, Burgess, VA,33,14800,975000,975000,0,2022
22435, Callao, VA,32,9000,1800000,215000,208000,2022
22436, Caret, VA,9,34500,899000,189000,0,2022
22437, Center Cross, VA,11,7500,489000,268000,0,2022
22438, Champlain, VA,4,60000,5300000,300000,0,2022
22443, Colonial Beach, VA,133,8000,1200000,299000,302500,2022
22454, Dunnsville, VA,14,25000,849900,349900,258000,2022
22460, Farnham, VA,21,15500,399000,224500,225300,2022
22469, Hague, VA,45,5900,1800000,399000,399900,2022
22473, Heathsville, VA,299,3500,1900000,525000,589600,2022
22480, Irvington, VA,29,30000,6500000,495000,487600,2022
22482, Kilmarnock, VA,103,13500,3200000,799000,408900,2022
22485, King George, VA,228,10000,2900000,449500,390000,2022
22488, Kinsale, VA,33,29000,1300000,419300,0,2022
22503, Lancaster, VA,207,4000,1500000,350000,317500,2022
22508, Locust Grove, VA,92,72500,1700000,399900,375500,2022
22511, Lottsburg, VA,47,29900,960000,469500,0,2022
22514, Milford, VA,33,35000,944900,259900,255000,2022
22520, Montross, VA,198,3400,1200000,297000,339000,2022
22534, Partlow, VA,16,93000,709900,562500,412000,2022
22535, Port Royal, VA,11,78000,535000,395000,296300,2022
22539, Reedville, VA,99,12000,3500000,399000,336000,2022
22542, Rhoadesville, VA,11,210000,599900,415000,387000,2022
22546, Ruther Glen, VA,175,9000,4900000,325000,300000,2022
22551, Spotsylvania, VA,151,40000,2800000,499900,440000,2022
22553, Spotsylvania, VA,87,68000,2500000,464900,430000,2022
22554, Stafford, VA,350,50000,4700000,549900,530000,2022
22556, Stafford, VA,132,36500,1800000,497500,492500,2022
22560, Tappahannock, VA,59,26500,1600000,300000,279900,2022
22567, Unionville, VA,41,75000,1800000,370000,330000,2022
22572, Warsaw, VA,40,19000,2900000,250000,168000,2022
22576, Weems, VA,34,28000,2600000,359000,485000,2022
22578, White Stone, VA,71,13500,5900000,895000,497500,2022
22580, Woodford, VA,39,39500,6000000,369900,375000,2022
22601, Winchester, VA,126,12000,2000000,339000,316000,2022
22602, Winchester, VA,313,4000,6700000,399900,360000,2022
22603, Winchester, VA,95,11500,3400000,429000,465000,2022
22610, Bentonville, VA,19,70000,599900,417500,446000,2022
22611, Berryville, VA,52,47000,4000000,569000,469500,2022
22620, Boyce, VA,23,140000,2500000,532500,535500,2022
22623, Chester Gap, VA,6,80000,680000,412500,0,2022
22624, Clear Brook, VA,25,18000,9200000,499900,400000,2022
22625, Cross Junction, VA,44,10000,875000,384000,350000,2022
22627, Flint Hill, VA,5,78000,8000000,525000,0,2022
22630, Front Royal, VA,290,9500,3500000,357000,350000,2022
22637, Gore, VA,23,25000,875000,389000,381000,2022
22639, Hume, VA,5,395000,10000000,549000,0,2022
22640, Huntly, VA,1,99000,99000,875000,0,2022
22642, Linden, VA,45,500,885000,380000,395000,2022
22643, Markham, VA,3,300000,2200000,723600,0,2022
22644, Maurertown, VA,20,19000,2000000,343000,303500,2022
22645, Middletown, VA,41,9000,3300000,599000,607000,2022
22650, Rileyville, VA,8,30000,398000,309900,0,2022
22652, Fort Valley, VA,23,10000,799000,350000,0,2022
22654, Star Tannery, VA,10,5000,749000,295000,0,2022
22655, Stephens City, VA,95,30700,2600000,392500,325000,2022
22656, Stephenson, VA,58,79900,1900000,474000,450000,2022
22657, Strasburg, VA,58,34900,2500000,314000,322500,2022
22660, Toms Brook, VA,4,277000,535000,292000,300000,2022
22663, White Post, VA,10,89900,2500000,625000,540000,2022
22664, Woodstock, VA,45,49900,2600000,299900,242500,2022
22701, Culpeper, VA,154,29900,7700000,425000,391300,2022
22709, Aroda, VA,9,89900,659000,404500,0,2022
22712, Bealeton, VA,50,140000,2800000,474900,429000,2022
22713, Boston, VA,18,109900,6900000,419000,365000,2022
22714, Brandy Station, VA,3,147700,600000,325000,0,2022
22715, Brightwood, VA,7,65000,399000,399000,0,2022
22716, Castleton, VA,7,199000,950000,676500,0,2022
22718, Elkwood, VA,1,579400,579400,355000,0,2022
22720, Goldvein, VA,8,184000,703000,379900,0,2022
22724, Jeffersonton, VA,45,49900,4000000,578400,0,2022
22726, Lignum, VA,21,169900,695000,489900,0,2022
22727, Madison, VA,44,58000,4000000,350200,416500,2022
22728, Midland, VA,19,78000,3300000,525000,525000,2022
22733, Rapidan, VA,7,298900,5500000,392000,350000,2022
22734, Remington, VA,24,55000,2900000,399500,312500,2022
22735, Reva, VA,7,89500,1800000,527500,405000,2022
22736, Richardsville, VA,8,197000,564000,389900,0,2022
22737, Rixeyville, VA,22,140000,2900000,560000,423500,2022
22738, Rochelle, VA,3,289900,579000,400000,400000,2022
22740, Sperryville, VA,10,200000,1100000,525000,0,2022
22742, Sumerduck, VA,10,189900,1800000,448000,0,2022
22743, Syria, VA,4,75000,279900,149500,0,2022
22747, Washington, VA,7,298000,2200000,867500,0,2022
22801, Harrisonburg, VA,299,70000,6000000,355000,279000,2022
22802, Harrisonburg, VA,79,50000,2000000,259900,285000,2022
22810, Basye, VA,103,2000,1700000,275000,320500,2022
22811, Bergton, VA,6,122000,610000,314900,0,2022
22812, Bridgewater, VA,18,87000,849900,348000,335000,2022
22815, Broadway, VA,45,44000,2200000,299900,314000,2022
22821, Dayton, VA,23,60000,1300000,299900,287500,2022
22824, Edinburg, VA,45,5000,1200000,322500,355000,2022
22827, Elkton, VA,71,31200,2000000,300000,253500,2022
22830, Fulks Run, VA,1,420000,420000,429900,463800,2022
22831, Hinton, VA,18,32500,75000,195000,225000,2022
22832, Keezletown, VA,2,319000,749900,284500,0,2022
22834, Linville, VA,7,84900,1500000,274500,0,2022
22835, Luray, VA,129,10000,8500000,289000,289000,2022
22840, McGaheysville, VA,97,37900,1800000,399500,415000,2022
22841, Mount Crawford, VA,16,165000,5300000,519000,327400,2022
22842, Mount Jackson, VA,79,4000,8600000,272000,285000,2022
22843, Mount Solon, VA,14,87500,799000,337900,380000,2022
22844, New Market, VA,44,6000,1400000,315000,355000,2022
22846, Penn Laird, VA,7,219000,720000,497500,502000,2022
22847, Quicksburg, VA,5,90000,1400000,372500,0,2022
22849, Shenandoah, VA,51,13900,750000,239500,188000,2022
22850, Singers Glen, VA,4,80000,160000,299000,0,2022
22851, Stanley, VA,48,6900,1200000,299900,265000,2022
22853, Timberville, VA,23,79500,1800000,287000,226000,2022
22901, Charlottesville, VA,203,59000,12000000,433800,402000,2022
22902, Charlottesville, VA,140,75000,3600000,459900,407500,2022
22903, Charlottesville, VA,151,75000,10500000,550000,432000,2022
22911, Charlottesville, VA,160,92500,6500000,449700,438200,2022
22920, Afton, VA,47,99000,8900000,675000,475000,2022
22922, Arrington, VA,13,30000,419900,299900,0,2022
22923, Barboursville, VA,41,59900,4200000,346000,332500,2022
22931, Covesville, VA,4,60000,400000,310000,230000,2022
22932, Crozet, VA,123,125000,5300000,665000,575000,2022
22935, Dyke, VA,27,59100,3000000,489000,0,2022
22936, Earlysville, VA,42,98000,5500000,674300,547500,2022
22937, Esmont, VA,16,39900,5000000,200000,213600,2022
22938, Faber, VA,21,59900,1100000,380000,0,2022
22939, Fishersville, VA,47,73900,3600000,390000,424900,2022
22940, Free Union, VA,14,115000,7500000,646000,770000,2022
22942, Gordonsville, VA,98,15000,2200000,459900,400000,2022
22947, Keswick, VA,78,25000,5000000,799000,630000,2022
22949, Lovingston, VA,10,29900,550000,87500,0,2022
22952, Lyndhurst, VA,11,72000,625000,465000,465000,2022
22958, Nellysford, VA,69,19500,1300000,635800,476400,2022
22959, North Garden, VA,19,54500,19000000,897900,500000,2022
22960, Orange, VA,102,25000,9000000,384900,290000,2022
22963, Palmyra, VA,184,25000,3000000,369900,348500,2022
22967, Roseland, VA,78,20000,1700000,444000,420000,2022
22968, Ruckersville, VA,88,25000,17000000,430000,375000,2022
22969, Schuyler, VA,16,45000,700000,295000,169500,2022
22971, Shipman, VA,35,22000,1300000,322000,0,2022
22973, Stanardsville, VA,78,10000,2800000,335000,299900,2022
22974, Troy, VA,22,60000,869000,474400,437200,2022
22980, Waynesboro, VA,208,19900,6000000,297000,266600,2022
23002, Amelia Court House, VA,44,26000,995000,312000,292500,2022
23005, Ashland, VA,168,60000,2000000,449000,489000,2022
23009, Aylett, VA,96,23800,1300000,320000,275000,2022
23011, Barhamsville, VA,12,65000,2700000,362500,0,2022
23015, Beaverdam, VA,54,79000,895000,498500,457000,2022
23022, Bremo Bluff, VA,1,134900,134900,280100,0,2022
23024, Bumpass, VA,121,30000,2600000,459900,372500,2022
23027, Cartersville, VA,12,55000,525000,315000,300000,2022
23030, Charles City, VA,17,22500,1400000,299000,240000,2022
23035, Cobbs Creek, VA,20,25000,1300000,499000,322000,2022
23038, Columbia, VA,18,1000,1500000,380000,351500,2022
23039, Crozier, VA,5,245000,650000,634500,0,2022
23040, Cumberland, VA,60,15000,1100000,236300,270000,2022
23043, Deltaville, VA,45,18500,900000,475000,370000,2022
23047, Doswell, VA,11,40000,750000,500000,0,2022
23050, Dutton, VA,14,42500,805900,505000,0,2022
23056, Foster, VA,1,475000,475000,570000,0,2022
23059, Glen Allen, VA,191,150000,2600000,525000,520000,2022
23060, Glen Allen, VA,112,79500,1200000,400000,395000,2022
23061, Gloucester, VA,198,4100,2800000,359000,300000,2022
23062, Gloucester Point, VA,10,1000,1000000,285000,281200,2022
23063, Goochland, VA,52,40000,737500,629000,393000,2022
23065, Gum Spring, VA,18,15000,735000,387000,360000,2022
23069, Hanover, VA,19,55900,3500000,270000,460000,2022
23070, Hardyville, VA,3,60000,363500,363500,0,2022
23071, Hartfield, VA,49,11500,799000,359900,500000,2022
23072, Hayes, VA,91,1000,750000,295000,277500,2022
23075, Henrico, VA,38,29900,670000,209900,200000,2022
23076, Hudgins, VA,1,29900,29900,275000,425000,2022
23083, Jetersville, VA,18,41000,1200000,452500,275000,2022
23084, Kents Store, VA,16,50000,2800000,408000,340000,2022
23086, King William, VA,9,89900,525000,420000,353500,2022
23089, Lanexa, VA,56,49000,2000000,490000,513000,2022
23092, Locust Hill, VA,15,40000,159000,329000,325000,2022
23093, Louisa, VA,148,2000,4000000,362700,338200,2022
23102, Maidens, VA,25,125000,1300000,472000,512500,2022
23103, Manakin Sabot, VA,82,225000,3300000,716100,859500,2022
23106, Manquin, VA,10,65000,650000,339300,0,2022
23109, Mathews, VA,43,15000,2100000,550000,289500,2022
23110, Mattaponi, VA,5,225000,495000,337000,0,2022
23112, Midlothian, VA,271,50000,2200000,380000,385000,2022
23113, Midlothian, VA,84,219000,1900000,600000,570000,2022
23114, Midlothian, VA,54,110000,759000,406300,425000,2022
23116, Mechanicsville, VA,171,200000,4000000,450000,460000,2022
23117, Mineral, VA,210,15000,3000000,429900,420000,2022
23119, Moon, VA,9,18000,1500000,650000,0,2022
23120, Moseley, VA,158,75000,1200000,508000,534500,2022
23123, New Canton, VA,15,17500,699000,285000,179000,2022
23124, New Kent, VA,126,37500,1200000,370800,360000,2022
23128, North, VA,15,32500,4900000,340000,335000,2022
23130, Onemo, VA,9,8700,775000,465000,0,2022
23138, Port Haywood, VA,9,29900,859900,599900,290000,2022
23139, Powhatan, VA,203,6500,2200000,392000,375000,2022
23140, Providence Forge, VA,95,50000,848000,525000,335000,2022
23141, Quinton, VA,48,95000,598000,380000,419700,2022
23146, Rockville, VA,19,379000,2700000,618500,490000,2022
23148, Saint Stephens Church, VA,6,24000,356000,309900,0,2022
23149, Saluda, VA,22,29000,2000000,332000,268000,2022
23150, Sandston, VA,45,40000,4300000,268300,276000,2022
23153, Sandy Hook, VA,11,90000,775000,499900,515000,2022
23156, Shacklefords, VA,9,12500,225000,235000,0,2022
23168, Toano, VA,51,55000,14000000,470000,451800,2022
23169, Topping, VA,11,44900,1600000,599000,0,2022
23175, Urbanna, VA,24,24900,949000,550000,375000,2022
23176, Wake, VA,6,34500,659900,425000,0,2022
23177, Walkerton, VA,2,60000,159500,242500,0,2022
23180, Water View, VA,5,39500,875000,395000,0,2022
23181, West Point, VA,58,29900,750000,264000,351000,2022
23185, Williamsburg, VA,283,5000,2900000,415000,420000,2022
23188, Williamsburg, VA,253,40000,12500000,435000,432500,2022
23192, Montpelier, VA,41,25000,1500000,535000,435000,2022
23219, Richmond, VA,16,39500,1600000,315000,275000,2022
23220, Richmond, VA,97,100000,2000000,440800,410000,2022
23221, Richmond, VA,39,200000,3500000,600000,702500,2022
23222, Richmond, VA,128,6000,884900,325000,280000,2022
23223, Richmond, VA,182,13000,1200000,285000,300000,2022
23224, Richmond, VA,100,25000,950000,215000,208500,2022
23225, Richmond, VA,82,20000,2200000,339300,327600,2022
23226, Richmond, VA,63,75000,3800000,454500,440000,2022
23227, Richmond, VA,38,49900,1800000,355000,362500,2022
23228, Henrico, VA,68,18000,535000,280000,280000,2022
23229, Henrico, VA,56,115000,3300000,400000,405500,2022
23230, Richmond, VA,53,169900,875000,323800,420000,2022
23231, Henrico, VA,164,25000,2400000,329000,285000,2022
23233, Henrico, VA,93,165000,1600000,470000,462000,2022
23234, Richmond, VA,114,32000,501000,260000,227500,2022
23235, Richmond, VA,84,40000,1200000,359500,375000,2022
23236, Richmond, VA,82,100000,940000,325000,310000,2022
23237, Richmond, VA,68,45000,456800,289500,290000,2022
23238, Henrico, VA,154,155000,3000000,409900,406000,2022
23294, Henrico, VA,40,220000,490000,299000,287500,2022
23301, Accomac, VA,29,5300,995000,189000,0,2022
23303, Atlantic, VA,9,50000,800000,299500,0,2022
23306, Belle Haven, VA,20,17000,579000,175500,0,2022
23308, Bloxom, VA,19,9000,700000,269000,0,2022
23314, Carrollton, VA,73,45000,1200000,430000,0,2022
23315, Carrsville, VA,6,154900,499000,280000,0,2022
23320, Chesapeake, VA,118,55000,2500000,345000,0,2022
23321, Chesapeake, VA,126,80000,1400000,349900,0,2022
23322, Chesapeake, VA,201,9000,3500000,485000,0,2022
23323, Chesapeake, VA,113,35000,3500000,405000,0,2022
23324, Chesapeake, VA,71,7500,600000,247500,0,2022
23325, Chesapeake, VA,33,190000,699000,289300,0,2022
23336, Chincoteague Island, VA,49,15000,1300000,392000,0,2022
23350, Exmore, VA,31,12900,685000,155000,0,2022
23354, Franktown, VA,9,17500,795000,75000,0,2022
23356, Greenbackville, VA,111,2000,514900,272500,0,2022
23359, Hallwood, VA,6,12000,169000,96500,0,2022
23395, Horntown, VA,34,16500,565000,120000,0,2022
23405, Machipongo, VA,31,24500,16500000,450000,0,2022
23410, Melfa, VA,25,14000,729000,272000,0,2022
23415, New Church, VA,26,19500,5000000,282500,0,2022
23417, Onancock, VA,54,12500,2300000,305900,0,2022
23418, Onley, VA,14,23000,425000,325000,0,2022
23420, Painter, VA,21,12000,6500000,246000,0,2022
23421, Parksley, VA,50,23000,2200000,207500,0,2022
23430, Smithfield, VA,95,35000,2500000,434900,442000,2022
23432, Suffolk, VA,10,69900,1700000,499900,0,2022
23433, Suffolk, VA,41,180200,738900,495000,0,2022
23434, Suffolk, VA,271,500,3300000,319900,0,2022
23435, Suffolk, VA,138,14900,1800000,400000,0,2022
23436, Suffolk, VA,6,279900,650000,515000,0,2022
23437, Suffolk, VA,41,60000,897500,415000,0,2022
23438, Suffolk, VA,18,63000,505000,400000,0,2022
23442, Temperanceville, VA,9,11500,1000000,162500,0,2022
23451, Virginia Beach, VA,127,50000,12000000,525000,0,2022
23452, Virginia Beach, VA,79,154900,1800000,335000,0,2022
23453, Virginia Beach, VA,50,165000,3900000,325000,0,2022
23454, Virginia Beach, VA,77,75000,3700000,360000,0,2022
23455, Virginia Beach, VA,75,119500,5000000,385000,0,2022
23456, Virginia Beach, VA,140,130000,5800000,466500,0,2022
23457, Virginia Beach, VA,27,79900,2100000,564500,0,2022
23462, Virginia Beach, VA,92,135000,2500000,294500,0,2022
23464, Virginia Beach, VA,102,60000,799000,349000,0,2022
23487, Windsor, VA,58,15000,1400000,362500,0,2022
23502, Norfolk, VA,35,65000,799000,285000,0,2022
23503, Norfolk, VA,76,110000,875000,300000,0,2022
23504, Norfolk, VA,94,40000,738900,255000,0,2022
23505, Norfolk, VA,48,45000,1700000,310000,0,2022
23507, Norfolk, VA,22,119500,1700000,360000,0,2022
23508, Norfolk, VA,31,127500,1400000,375000,0,2022
23509, Norfolk, VA,44,60000,898000,280000,0,2022
23510, Norfolk, VA,16,165000,985000,271000,0,2022
23513, Norfolk, VA,67,145000,415000,269200,0,2022
23517, Norfolk, VA,14,149000,557700,266000,0,2022
23518, Norfolk, VA,94,130000,1200000,304500,0,2022
23523, Norfolk, VA,21,80000,359900,254900,0,2022
23601, Newport News, VA,56,27900,450000,273500,278800,2022
23602, Newport News, VA,79,95000,850000,275000,238000,2022
23603, Newport News, VA,11,95000,779000,234000,187300,2022
23605, Newport News, VA,26,39400,285000,189900,199900,2022
23606, Newport News, VA,71,170000,2700000,348500,355000,2022
23607, Newport News, VA,55,10000,499900,175000,143000,2022
23608, Newport News, VA,85,115000,695000,270000,261500,2022
23661, Hampton, VA,51,59500,459000,239000,239900,2022
23662, Poquoson, VA,44,7500,915000,447500,440000,2022
23663, Hampton, VA,42,50000,2500000,231000,191000,2022
23664, Hampton, VA,73,40000,738900,298900,298000,2022
23666, Hampton, VA,98,1,775000,265000,245000,2022
23669, Hampton, VA,113,25000,3800000,260000,256900,2022
23690, Yorktown, VA,7,284500,1800000,318500,290000,2022
23692, Yorktown, VA,79,142300,4000000,425000,550000,2022
23693, Yorktown, VA,67,97000,1300000,457500,589900,2022
23696, Seaford, VA,22,95000,795000,425000,0,2022
23701, Portsmouth, VA,65,90000,750000,239900,0,2022
23702, Portsmouth, VA,29,90000,379000,210000,0,2022
23703, Portsmouth, VA,58,105000,995000,292500,0,2022
23704, Portsmouth, VA,92,14900,1300000,237400,0,2022
23707, Portsmouth, VA,50,170000,390000,237000,0,2022
23803, Petersburg, VA,251,5000,3800000,179500,205000,2022
23805, Petersburg, VA,75,25000,1000000,245000,240000,2022
23821, Alberta, VA,4,18000,165000,64900,0,2022
23824, Blackstone, VA,68,12000,1500000,197500,229500,2022
23827, Boykins, VA,7,26000,397500,145000,0,2022
23830, Carson, VA,12,30000,599900,352500,350000,2022
23831, Chester, VA,152,42000,549000,340000,329500,2022
23832, Chesterfield, VA,278,29900,1500000,375000,365000,2022
23833, Church Road, VA,13,84500,435000,265000,250000,2022
23834, Colonial Heights, VA,101,15000,499000,250000,264900,2022
23836, Chester, VA,43,125000,3500000,439500,376000,2022
23837, Courtland, VA,26,8900,1200000,285000,0,2022
23838, Chesterfield, VA,140,17500,1200000,547500,536500,2022
23839, Dendron, VA,6,15000,379000,227000,0,2022
23840, Dewitt, VA,8,49900,549000,231500,200000,2022
23841, Dinwiddie, VA,21,12000,580000,299000,306000,2022
23842, Disputanta, VA,39,11600,700000,369200,315000,2022
23845, Ebony, VA,35,10000,1900000,764900,0,2022
23846, Elberon, VA,4,72000,525000,199900,0,2022
23847, Emporia, VA,45,10900,1600000,142500,0,2022
23850, Ford, VA,4,30000,325000,207500,0,2022
23851, Franklin, VA,70,9000,840000,245000,0,2022
23857, Gasburg, VA,8,19900,879000,425000,0,2022
23860, Hopewell, VA,174,5000,3800000,215000,185000,2022
23866, Ivor, VA,13,16000,500900,280000,0,2022
23867, Jarratt, VA,21,5000,400000,169900,0,2022
23868, Lawrenceville, VA,34,8000,699000,167000,0,2022
23872, McKenney, VA,9,94500,289900,209900,207000,2022
23875, Prince George, VA,37,45000,489900,295000,300000,2022
23878, Sedley, VA,4,25000,55000,299900,0,2022
23881, Spring Grove, VA,17,24500,464000,239000,317700,2022
23882, Stony Creek, VA,11,14000,288000,189000,0,2022
23883, Surry, VA,17,41900,560000,267900,232000,2022
23885, Sutherland, VA,8,119000,449900,255000,285000,2022
23887, Valentines, VA,15,14000,585000,585000,0,2022
23888, Wakefield, VA,8,4000,950000,375000,0,2022
23890, Waverly, VA,21,15000,735000,169900,173500,2022
23894, Wilsons, VA,10,79900,850000,185000,0,2022
23898, Zuni, VA,9,15200,725000,420000,0,2022
23901, Farmville, VA,124,15000,3000000,252500,220500,2022
23915, Baskerville, VA,9,19000,1900000,428000,0,2022
23917, Boydton, VA,89,9500,3000000,599000,350000,2022
23919, Bracey, VA,117,6000,3100000,299000,0,2022
23920, Brodnax, VA,23,15900,650000,245000,0,2022
23921, Buckingham, VA,22,24900,599000,300000,255000,2022
23922, Burkeville, VA,14,21000,561000,237500,0,2022
23923, Charlotte Court House, VA,10,19500,525000,210000,0,2022
23924, Chase City, VA,40,12000,2100000,167000,134000,2022
23927, Clarksville, VA,186,6000,1900000,415000,365000,2022
23930, Crewe, VA,39,6000,4200000,202500,170000,2022
23934, Cullen, VA,5,125000,389900,249900,0,2022
23936, Dillwyn, VA,23,18900,850000,289900,359900,2022
23937, Drakes Branch, VA,14,35000,974500,169500,0,2022
23942, Green Bay, VA,5,94900,425000,275000,0,2022
23944, Kenbridge, VA,25,9500,799000,196000,0,2022
23947, Keysville, VA,43,9900,749500,244500,0,2022
23950, La Crosse, VA,11,71500,1600000,134900,0,2022
23954, Meherrin, VA,28,11500,325000,279900,349000,2022
23958, Pamplin City, VA,18,15000,629900,246500,0,2022
23959, Phenix, VA,6,17900,200000,150000,0,2022
23960, Prospect, VA,16,19900,450000,224900,0,2022
23964, Red Oak, VA,6,169000,580000,180000,0,2022
23966, Rice, VA,14,10000,389900,310000,175000,2022
23967, Saxe, VA,3,36000,125000,424900,0,2022
23968, Skipwith, VA,5,81500,425000,159000,0,2022
23970, South Hill, VA,43,10000,2700000,274500,0,2022
23974, Victoria, VA,24,10000,649900,169900,194000,2022
24012, Roanoke, VA,137,2500,4500000,190000,183000,2022
24013, Roanoke, VA,40,7000,250000,150000,148500,2022
24014, Roanoke, VA,99,30000,949900,297000,537000,2022
24015, Roanoke, VA,54,110000,765000,278500,270000,2022
24016, Roanoke, VA,30,2600,875000,237400,181000,2022
24017, Roanoke, VA,80,8000,6000000,163700,135500,2022
24018, Roanoke, VA,227,19900,3100000,369000,357500,2022
24019, Roanoke, VA,94,13000,3400000,250000,240000,2022
24053, Ararat, VA,13,89900,1500000,280000,0,2022
24054, Axton, VA,35,8400,425000,139900,0,2022
24055, Bassett, VA,50,3500,650000,165000,195000,2022
24059, Bent Mountain, VA,22,39500,9900000,170000,0,2022
24060, Blacksburg, VA,164,32500,9400000,450000,421000,2022
